train_idx,text,label,label_text
1241,great player blow pod away easy use understand feature software simple understand use great sound matter mp3 player,1,positive
1242,given zero problem use better become taking advantage strength,1,positive
1243,use software correctly put id3 tag get awesome database collection easily access song,1,positive
1244,wo n play movie,0,negative
1245,bit difficult get unit open advice take slowly sound son walking exploring consider positive attribute,1,positive
1246,second setup cd actually worked perfectly,1,positive
1247,question problem quickly satisfactorily resolved,1,positive
1248,great deal elated decision go hitachi green machine,1,positive
1249,especially price amazon give unable get mine amazon due credit complication,1,positive
1250,multifunction phone reception quality better 610,1,positive
1251,far dealing network access computer router pretty good given price remember router one released right g standard introduced market,1,positive
1252,camera great used high end slr,1,positive
1253,decently sized screen one larger one market 2,1,positive
1254,also priced afford ably,1,positive
1255,use figure thing like,1,positive
1256,feel tiny hand without,1,positive
1257,pressed find negative aspect zen micro would probably mention weak fm reception building primarily use micro seems history terrible radio reception anyway take worth,0,negative
1258,fit comfortably hand pocket,1,positive
1259,handsfree loudspeaker conference transfer,1,positive
1260,apple definately fulfilled reputation making quality equipment surprisingly expensive reputation normally hold,1,positive
1261,feature feature find sweet little player equipped higher end headphone system th larger zen hardly use home stereo system anymore,1,positive
1262,diaper champ easier use,1,positive
1263,obviously conspiracy freak easy manufacture device replaceable battery,0,negative
1264,worst service major company,0,negative
1265,downloaded set norton within minute internet connection failed pc almost dead due registry problem download,0,negative
1266,player firmware remove glitch,1,positive
1267,far complaint player,1,positive
1268,int rested recharger work anywhere world quite small,1,positive
1269,believe say used fingered nokia phone 6600 best keypad,1,positive
1270,player sort problem,0,negative
1271,design construction excellent legendary quality nikon optic,1,positive
1272,radio quality weak reception,0,negative
1273,better zen micro outlook compatibility,1,positive
1274,n time really push player limit audio aspect nomad satisfactory expected creative lab,1,positive
1275,metal housing seems rugged,1,positive
1276,nice feature e early morning rather listen easy listening rather heavy metal problem,1,positive
1277,wanted product buy special bag also came highly recommended,1,positive
1278,nice look also plus,1,positive
1279,one intuitive user interface around seamless bluetooth sync microsoft outlook support thousand application symbian platform phone run ir remote iq others nokia 6600 one phone mobile claim distinction,1,positive
1280,fm tuner microphone tuner player blessing,1,positive
1281,got buy reviewer said would play dvd r fill file e mp3s,1,positive
1282,october 2004 product working ready demand refund symantec,0,negative
1283,know cnet say problem focus picture sharp high quality,1,positive
1284,love quality picture,1,positive
1285,sometimes suite good deal get bundle headache,0,negative
1286,update march 2005 son diaper almost 2 year diaper champ hung till end easy use problem odor one best bargain among paraphernalia required modern baby,1,positive
1287,reinstall even online email assistance symantect technician,0,negative
1288,look really sleek stylish everything claim,1,positive
1289,2 take camera actually capture photograph time click button seen people becoming little impatient waiting flash glow,0,negative
1290,1 great sound 98db signal noise ratio beat ipod unspecified ratio good power output allow zen xtra drive large head phone well external speaker,1,positive
1291,much said review feature phone great phone mine worked without problem right box,1,positive
1292,however main problem think sound quality,0,negative
1293,first digital camera say quite impressed feature,1,positive
1294,1 us regular garbage bag instead brand refill,1,positive
1295,junk,0,negative
1296,3 month stopped playing higher number scene dvd,0,negative
1297,dynamic playlist playing live creative call feel awkward time menu simply take long get operate,0,negative
1298,excellent hearing volume level phone especially quiet,0,negative
1299,personally pleased diaper champ,1,positive
1300,resorted using small plastic bag store dirty diaper dumping trash using diaper champ wet diaper,0,negative
1301,play everything 2 3 died shortly getting,0,negative
1302,due unusually slow autofocus system,0,negative
1303,set great,1,positive
1304,love speaker phone,1,positive
1305,movie last 5 second,0,negative
1306,hooked everything seemed going fine,1,positive
